1,ld29
1,kkr30
1,wwf81
1,sg76
1,rm40
1,bbj98
1,ew14
1,ca82
1,wwg20
1,tg32
1,el21
1,ggm44
1,fw31
1,cce34
1,sp99
2,cch92
2,dm60
2,sr41
2,lc45
2,bbj98
2,wwr87
3,dm60
4,rrw66
5,ld29
5,kkr30
5,wwf81
5,sg76
5,rm40
5,bbj98
5,ew14
5,ca82
5,wwg20
5,tg32
5,el21
5,ggm44
5,fw31
5,cce34
5,sp99
6,ddb16
6,rrm70
6,ccr53
6,ddw63
6,fw31
6,gge37
6,jc43
6,ld29
6,cw89
6,at27
6,sw5
6,sw28
6,ooc50
7,nj19
8,kb24
9,wwp8
9,ld29
9,ggc91
9,sw28
9,lc45
9,os13
9,fc42
9,ca82
9,vvc52
9,cw89
9,ooc50
9,ddh47
9,ccr53
10,ht86
11,sp99
12,tj88
13,dda74
14,een59
15,ld29
16,la83
17,ddb16
17,rrm70
17,ccr53
17,ddw63
17,fw31
17,gge37
17,jc43
17,ld29
17,cw89
17,at27
17,sw5
17,sw28
17,ooc50
18,ccl72
19,jc43
20,ddm39
21,kp68
22,aam38
23,aah69
24,ggw78
25,aam38
26,dp80
27,cch92
27,dm60
27,sr41
27,lc45
27,bbj98
27,wwr87
28,oh36
29,aah69
30,ms75
31,tts25
32,jjp61
33,cw89
34,ddb16
34,rrm70
34,ccr53
34,ddw63
34,fw31
34,gge37
34,jc43
34,ld29
34,cw89
34,at27
34,sw5
34,sw28
34,ooc50
35,wwp8
36,ddw63
37,ooc50
38,ld29
38,rrw66
38,os13
38,bbr18
38,ap2
38,hhb58
38,dda74
38,dp80
38,bt33
38,at27
38,mmj48
38,sr7
38,wwg20
38,aam38
38,ccp56
39,ft3
40,ft3
41,ggm44
41,aaw46
41,jc43
41,vvc52
41,ca82
41,fw31
41,mmj48
41,ooc50
41,sr7
41,ccp56
41,mj85
41,sw5
42,ms75
43,tj88
44,sw28
45,ld29
45,kkr30
45,wwf81
45,sg76
45,rm40
45,bbj98
45,ew14
45,ca82
45,wwg20
45,tg32
45,el21
45,ggm44
45,fw31
45,cce34
45,sp99
46,nj19
47,ft3
48,oh36
49,ppl15
50,wwp8
50,ld29
50,ggc91
50,sw28
50,lc45
50,os13
50,fc42
